ACC,ARI,NMI,SC,dataset,method,seed,train_batch_size,learning_rate,K
32.28215767634855,18.568925027431625,42.81398107632747,0.06946163,DSTC11_development,K-means,30,128,0.0001,22
38.17427385892116,23.014670041077576,46.07058256865381,0.0749907419085502,DSTC11_development,K-means,31,128,0.0001,22
35.601659751037346,20.09495812141357,44.21986932171168,0.0756676793098449,DSTC11_development,K-means,32,128,0.0001,22
36.2655601659751,20.71320647170545,44.80354528716874,0.0863825157284736,DSTC11_development,K-means,33,128,0.0001,22
40.49792531120332,24.900067159529947,45.01815914082633,0.0811981558799743,DSTC11_development,K-means,34,128,0.0001,22
37.427385892116185,20.339905873479807,44.89950984492134,0.0777932330965995,DSTC11_development,K-means,10,128,0.0001,22
35.18672199170125,20.75637423676288,43.98901567931696,0.0734821781516075,DSTC11_development,K-means,11,128,0.0001,22
39.004149377593365,22.897330419981703,43.80507039231234,0.0798452198505401,DSTC11_development,K-means,12,128,0.0001,22
38.838174273858925,22.177110228301338,45.06034106572096,0.0818034559488296,DSTC11_development,K-means,13,128,0.0001,22
38.42323651452283,21.717214890941825,45.67248605123329,0.0784104838967323,DSTC11_development,K-means,14,128,0.0001,22
37.01244813278009,21.66529142893752,45.34473650874637,0.0825706347823143,DSTC11_development,K-means,20,128,0.0001,22
34.356846473029044,19.7931444872364,44.86025753971202,0.0774959176778793,DSTC11_development,K-means,21,128,0.0001,22
35.933609958506224,20.17533408930065,45.34375553056793,0.0751349404454231,DSTC11_development,K-means,22,128,0.0001,22
34.356846473029044,19.93033729491899,43.793386100976925,0.0765744298696518,DSTC11_development,K-means,23,128,0.0001,22
34.190871369294605,18.69738250134321,42.21491016918274,0.0792597159743309,DSTC11_development,K-means,24,128,0.0001,22
35.933609958506224,20.67320222790853,44.57778258725944,0.0739876106381416,DSTC11_development,K-means,0,128,0.0001,22
37.26141078838175,20.68339963879328,44.530309791005386,0.077243372797966,DSTC11_development,K-means,1,128,0.0001,22
37.01244813278009,21.840777896779105,45.2562275912858,0.0767251402139663,DSTC11_development,K-means,2,128,0.0001,22
35.933609958506224,20.1871379161004,42.890646332965616,0.0825165584683418,DSTC11_development,K-means,3,128,0.0001,22
33.941908713692946,19.131299224357857,43.65296398732442,0.077760986983776,DSTC11_development,K-means,4,128,0.0001,22
36.84647302904565,22.02850303399548,43.65607651956259,0.0776303634047508,DSTC11_development,K-means,5,128,0.0001,22
38.58921161825727,23.26047341653083,45.781220020846895,0.0801435336470604,DSTC11_development,K-means,6,128,0.0001,22
38.755186721991706,24.26944952352246,45.80771540171303,0.0824034139513969,DSTC11_development,K-means,7,128,0.0001,22
41.6597510373444,25.157105436778505,48.58292637581049,0.0766608417034149,DSTC11_development,K-means,8,128,0.0001,22
33.77593360995851,18.797544986342444,42.52429453338314,0.0725992769002914,DSTC11_development,K-means,9,128,0.0001,22
44.481327800829874,30.680599326985096,55.32204807158002,0.0762754529714584,DSTC11_development,K-means,42,128,1e-05,22
51.369294605809124,37.738692702259314,59.34562013416181,0.08743135631084442,DSTC11_development,K-means,42,128,1e-05,22
